2013/07/26 06:59:59 [error] 4434#0: *9898 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 86.171.35.223, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=samsung-GT-S5830&ver=2.3.5&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:42:05 [error] 4434#0: *10916 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.229.171, server: tides.flyingsparx.net, request: "GET /fetch?dev=samsung-GT-N7100&ver=4.1.2 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:42:41 [error] 4434#0: *10921 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 213.205.229.171, server: tides.flyingsparx.net, request: "GET /fetch?dev=samsung-GT-N7100&ver=4.1.2 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:42:51 [error] 4434#0: *10923 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 31.55.12.185, server: tides.flyingsparx.net, request: "GET /fetch?dev=samsung-GT-N7100&ver=4.1.2 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:43:40 [error] 4434#0: *10933 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 31.55.12.185, server: tides.flyingsparx.net, request: "GET /fetch?dev=samsung-GT-N7100&ver=4.1.2 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:56:35 [error] 4434#0: *10936 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=Samsung-Galaxy-Nexus&ver=4.2.2&loc=31 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:57:15 [error] 4434#0: *10938 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=Samsung-Galaxy-Nexus&ver=4.2.2&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:58:54 [error] 4434#0: *10950 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 17:59:29 [error] 4434#0: *10955 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 18:00:29 [error] 4434#0: *10955 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /favicon.ico HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 18:01:08 [error] 4434#0: *10969 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 18:01:56 [error] 4434#0: *10969 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /favicon.ico HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 18:01:56 [error] 4434#0: *10972 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /fetch/both/?loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/26 18:01:56 [error] 4434#0: *10969 connect() failed (111: Connection refused) while connecting to upstream, client: 82.21.186.243, server: tides.flyingsparx.net, request: "GET /favicon.ico HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
2013/07/31 05:44:41 [error] 32358#0: *276 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 77.107.142.149, server: tides.flyingsparx.net, request: "GET /fetch/both/?dev=Motorola-XT389&ver=2.3.6&loc=32 HTTP/1.1", upstream: "uwsgi://127.0.0.1:3032", host: "tides.flyingsparx.net"
